Ticker,NPM_Y,GPM_X1,OPM_X2,EBITDA_M_X3,ROA_X5,ROE_X6,CurrRatio_X7,QuickRatio_X8,CashPS_X10,LogOpCashFlow_X11,FCF_PS_X12,DER_X13,PER_X16,PBV_X17,PSR_X18,FirmSize_X19,RevGrowth_X20
HUMI,0.07983,0.25855,0.12484,0.29635,0.03757,0.0685,1.379,1.196,0.0026381601593085,19.165081778375473,0.0002697606416263,60.95,23.866667,34.896095887499996,76.3275764,28.80445226977062,-0.064
AALI,0.05124,0.17047001,0.06492,0.12793,0.04449,0.06305,2.727,1.62,533.7088592172603,29.265389282115294,149.54602889564947,0.38,9.88666,0.6055973,0.5064647,30.270229022476247,0.284
IRSX,0.06455,0.13022,0.31773,0.09421,0.07548,0.11936,6.9083749999999995,4.698624999999999,22.480098936618678,22.66364795756894,-2.554564916929448,0.216,52.941174,10.072539,9.23845,28.733224630424303,-0.453125
AYAM,-0.05035,-0.01334,-0.18273625375,-0.02545,-0.02479,-0.08046,0.917,0.02,0.623801856,23.84165476617625,-4.634471424,23.08,53.605442,8.250963,4.9465704,28.08591112555713,-0.438
MKAP,0.12896,0.33367002,0.12619,0.23751,0.08895001,0.18149,2.068,0.405,6.966565651692307,25.30211682200054,32.834945024,38.107,115.90186012499998,8.458666,6.4692383,28.611225152605268,-0.062
SMSM,0.213,0.37126,0.28426,0.31254,0.16562749999999998,0.30177,5.747,3.599,195.001790197782,27.846899900422294,128.36879342934458,4.297,8.952391,2.678278,1.9082363,29.93848316077574,-0.071
NICL,0.27632,0.41371,0.17473,0.36095002,0.16562749999999998,0.37747999925,3.921,2.755,24.452834177550223,27.447217330374087,70.91914774808946,0.378,19.968828,13.1242,5.520181,30.0199248229994,-0.261
JARR,0.07626,0.14633,0.10154,0.16573,0.08687,0.18983999,4.79,2.161,27.74162475757909,26.45831217859537,15.901603085467825,96.457,62.362637,11.185903,4.851203,30.673331977765947,0.146
VISI,0.01131,0.1062,0.07876,0.051859997,0.034760002,0.02322,1.997,1.061,2.717588105365853,24.294911659681915,-3.859505618211382,47.244,115.90186012499998,9.538819,4.658198,28.2009407637635,-0.273
ENRG,0.15668,0.35985002,0.28946,0.69675374925,0.06409,0.11311,0.545,0.316,0.0022344392894691,19.511903883306665,0.0115775852979953,54.32,14.922349,34.896095887499996,76.3275764,31.00219164927904,0.038
ASLC,0.035889998,0.27948,0.044159997,0.04378,0.01963,0.051859997,3.311,2.764,31.931681444693005,25.338293271921035,6.261078786636441,2.585,27.472527,1.2648195,0.9841772,27.58599925296136,0.125
CASA,0.01962,0.38999,0.23834999,0.20146999,0.02163,0.01442,1.143,0.887,280.5800396253684,29.21557297001666,53.19923776308932,44.539,115.90186012499998,10.058083,13.853099,31.979443184736574,-0.367
SMDM,0.04817,0.55149,-0.18273625375,0.1879,0.00921,0.00579,4.422,0.79,37.98527916281734,25.421204843282347,14.936683634045364,1.371,115.90186012499998,1.3470678,8.549826,28.747528475373013,-0.415
ANJT,0.12662,0.27662,0.21867001,0.31864,0.05612,0.07625,0.584,0.252,0.0054202473037334,19.165081778375473,0.0045861509909292,35.078,10.197775,34.896095887499996,76.3275764,29.342002259839628,0.133
APLN,0.11336,0.41924998,0.1702,0.31391,0.03118,0.05475,1.838,0.324,32.132627277862056,27.86574595803226,96.1825102924124,41.104,4.707613,0.25963596,0.5336234,28.69763139883523,0.074
GOLF,0.34140998,0.58509,0.31135,0.43556,0.00557,0.008909999,6.315,2.765,21.463644013473765,25.288151739831964,-39.71918278872424,5.569,55.5,0.541811,20.783464,29.09567854004799,0.099
TPMA,0.18861,0.31851998,0.20751,0.44105,0.07013,0.17132999,1.101,0.959,0.0034973071578733,19.165081778375473,-0.010682910403746,77.255,5.3350806,34.896095887499996,76.3275764,28.3206590463626,-0.021
JRPT,0.39445,0.54623,0.41896,0.46909,0.05868,0.124560006,1.206,0.32,87.74335494905968,27.683658353873003,55.80804579525058,0.085,11.049153,1.3327521,4.3499627,30.25310752097046,0.049
INDO,0.39859498125,0.66353995,0.46311375624999995,0.42962003,0.00543,0.02617,6.9083749999999995,4.698624999999999,71.39825403340964,24.21905539431569,-11.847870882306829,0.078,0.7373072,1.1637708,41.5936,27.828856583010168,0.067
EPMT,0.023540001,0.09883001,0.03388,0.0367,0.053629998,0.099980004,2.356,1.342,182.9965606001536,27.48296674647121,149.54602889564947,1.871,8.215166,0.8142645,0.19346277,29.46037691608437,0.105
CTBN,0.09567001,0.22101,0.068969995,0.15033,0.13151,0.23799999,3.123,1.86,0.04352159465948,19.165081778375473,0.0418665282309527,0.219,9.481771,34.896095887499996,76.3275764,29.17904794963243,0.5878749999999999
ALII,0.37973,0.45848,0.35311002,0.43785,0.08866999,0.22228001,1.581,1.485,0.7913354082574025,26.43474341794496,8.229946842244942,16.731,34.3832,5.179176,10.5565,29.96954262839369,0.185
ULTJ,0.14261,0.33606997,0.19997999,0.18162,0.1065,0.16419001,6.9083749999999995,4.698624999999999,244.8667073107212,27.802942120992498,-9.706366921765271,0.373,12.883489,1.9814211,1.8226439,30.37477768062073,0.008
MBMA,0.02116,0.09074,0.10577,0.1365,0.01606,0.034930002,1.437,0.952,0.0016326615347508,19.165081778375473,-0.0019472471720997,38.395,115.90186012499998,34.896095887499996,76.3275764,31.7939161149256,-0.329
BOLT,0.08387,0.22132999,0.14849,0.14823,0.08465,0.16138001,1.685,0.731,15.28639258624,26.107968829974308,68.70466385237333,32.603,17.359917,2.8888261,1.4564022,28.49272358183017,0.103
CASS,0.15289,0.30923998,0.27969,0.31526,0.16562749999999998,0.37747999925,3.352,3.187,533.7088592172603,27.53311938983862,149.54602889564947,4.55,10.280177,3.5172846,1.6465441,29.258722866456825,0.156
PTPP,0.0093,0.15237,0.051599998,0.04735,-5e-05,0.00441,1.324,0.76,435.99387852970096,26.73160185665445,-89.75242766083986,134.96012499999998,13.509192,0.17226169,0.12636538,28.36849396429789,-0.227
LPGI,0.03661,0.118240006,0.01661,0.051009998,0.035,0.1285,1.94,1.211,460.92639709866665,26.7527562026848,-89.75242766083986,0.026,15.625,1.8779315,0.56528044,28.259629793100256,0.389
MCOL,0.074439995,0.22567,0.12854,0.17162001,0.05647,0.088360004,3.114,2.379,0.0529174093532383,19.165081778375473,0.0240147104816118,11.514,15.368809,34.896095887499996,76.3275764,30.17768589009091,-0.051
AADI,0.14828,0.26429,0.15782,0.22958,0.075100005,0.22769,2.318,2.061,0.1861587391578177,20.57249414706388,0.0138052680470288,27.582,5.1905227,34.896095887499996,76.3275764,31.77223577295392,-0.132
ARII,0.01952,0.05328,0.01885,0.053979997,-0.01613,0.08411,0.688,0.362,0.0025869333333333,19.165081778375473,-0.007204,106.459,7.349666,34.896095887499996,76.3275764,27.62097083489525,0.455
PNGO,0.12699,0.26926002,0.20708999,0.21494,0.16392,0.28751,1.337,0.14,11.84541835264,26.72696112080693,149.54602889564947,25.304,7.9569263,2.0226755,1.0100539,28.48277335839548,-0.025
MITI,0.03599,0.28319,0.09402,0.13079001,0.02496,0.03136,6.9083749999999995,4.698624999999999,47.08211848937524,24.220685009950618,8.56533160924762,1.132,115.90186012499998,2.5522184,4.4460335,27.70812261345207,-0.42
MTEL,0.22773,0.8970836937500001,0.44871,0.66882,0.04552,0.06371,0.382,0.349,18.595955704321305,29.51766218871358,22.07492683140377,53.852,20.183487,1.3645136,4.943581,31.45874521344703,0.014
MYOH,0.14372,0.23396,0.09547,0.22882,0.086780004,0.15289,4.142,3.298,0.0422205068411659,19.165081778375473,4.645806067816776e-05,10.99,21.113102,34.896095887499996,76.3275764,28.769473201893184,-0.168
INPP,0.25597998,0.56885,0.09161,0.30798,0.01952,0.08781999,2.756,1.25,65.84178621638462,26.26699141197732,106.0129942127813,30.637,18.5,1.405623,4.7374187,29.74421879426168,0.377
IMPC,0.14588,0.39216,0.21783,0.23576,0.11427,0.23723,2.519,1.305,12.325752397909191,27.354996548823177,5.547588920028412,38.133,115.90186012499998,34.896095887499996,27.010534,32.344697704509734,0.145
EMTK,0.39859498125,0.28152,0.081140004,0.10052,0.0125899995,0.20097,6.9083749999999995,4.698624999999999,474.8534360882056,27.983710468753824,31.30136859304209,2.444,6.7832623,1.2965974,2.9511304,31.56253208241904,0.466
GMTD,0.24329,0.50396997,0.22379999,0.22222,0.029240001,0.08759,4.545,0.598,100.0773358860722,24.41350863650745,-89.75242766083986,0.003,32.027973,2.6918628,7.7847276,28.474835844499296,0.471
LPCK,0.05974,0.15842,0.04541,0.0621,0.0111,0.04306,2.574,0.127,89.68805980812117,27.358663677792453,-54.75500386519082,7.795,15.974128,0.6219698,0.9739624,29.06247256724299,0.5878749999999999
